UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO
120117,Junín,HUANCAYO,HUALHUAS
120119,Junín,HUANCAYO,HUANCAN
120101,Junín,HUANCAYO,HUANCAYO
120120,Junín,HUANCAYO,HUASICANCHA
120121,Junín,HUANCAYO,HUAYUCACHI
120122,Junín,HUANCAYO,INGENIO
120124,Junín,HUANCAYO,PARIAHUANCA
120125,Junín,HUANCAYO,PILCOMAYO
120126,Junín,HUANCAYO,PUCARA
120127,Junín,HUANCAYO,QUICHUAY
120128,Junín,HUANCAYO,QUILCAS
120129,Junín,HUANCAYO,SAN AGUSTIN
120130,Junín,HUANCAYO,SAN JERONIMO DE TUNAN
120135,Junín,HUANCAYO,SANTO DOMINGO DE ACOBAMBA
120133,Junín,HUANCAYO,SAPALLANGA
120132,Junín,HUANCAYO,SAÑO
120134,Junín,HUANCAYO,SICAYA
120136,Junín,HUANCAYO,VIQUES
120402,Junín,JAUJA,ACOLLA
120403,Junín,JAUJA,APATA
120404,Junín,JAUJA,ATAURA
120405,Junín,JAUJA,CANCHAYLLO
120406,Junín,JAUJA,CURICACA
120407,Junín,JAUJA,EL MANTARO
120408,Junín,JAUJA,HUAMALI
120409,Junín,JAUJA,HUARIPAMPA
120410,Junín,JAUJA,HUERTAS
120411,Junín,JAUJA,JANJAILLO
120401,Junín,JAUJA,JAUJA
120412,Junín,JAUJA,JULCAN
120413,Junín,JAUJA,LEONOR ORDOÑEZ
120414,Junín,JAUJA,LLOCLLAPAMPA
120415,Junín,JAUJA,MARCO
120416,Junín,JAUJA,MASMA
120417,Junín,JAUJA,MASMA CHICCHE
120418,Junín,JAUJA,MOLINOS
120419,Junín,JAUJA,MONOBAMBA
120420,Junín,JAUJA,MUQUI
120421,Junín,JAUJA,MUQUIYAUYO
120422,Junín,JAUJA,PACA
120423,Junín,JAUJA,PACCHA
120424,Junín,JAUJA,PANCAN
120425,Junín,JAUJA,PARCO
120426,Junín,JAUJA,POMACANCHA
120427,Junín,JAUJA,RICRAN
120428,Junín,JAUJA,SAN LORENZO
120429,Junín,JAUJA,SAN PEDRO DE CHUNAN
120430,Junín,JAUJA,SAUSA
120431,Junín,JAUJA,SINCOS
120432,Junín,JAUJA,TUNAN MARCA
120433,Junín,JAUJA,YAULI
120434,Junín,JAUJA,YAUYOS
120502,Junín,JUNIN,CARHUAMAYO
120501,Junín,JUNIN,JUNIN
120503,Junín,JUNIN,ONDORES
120504,Junín,JUNIN,ULCUMAYO
120602,Junín,SATIPO,COVIRIALI
120603,Junín,SATIPO,LLAYLLA
120604,Junín,SATIPO,MAZAMARI
120605,Junín,SATIPO,PAMPA HERMOSA
120606,Junín,SATIPO,PANGOA
120607,Junín,SATIPO,RIO NEGRO
120608,Junín,SATIPO,RIO TAMBO
120601,Junín,SATIPO,SATIPO
120609,Junín,SATIPO,VIZCATÁN DEL ENE
120702,Junín,TARMA,ACOBAMBA
120703,Junín,TARMA,HUARICOLCA
120704,Junín,TARMA,HUASAHUASI
120705,Junín,TARMA,LA UNION
120706,Junín,TARMA,PALCA
120707,Junín,TARMA,PALCAMAYO
120708,Junín,TARMA,SAN PEDRO DE CAJAS
120709,Junín,TARMA,TAPO
120701,Junín,TARMA,TARMA
120802,Junín,YAULI,CHACAPALPA
120803,Junín,YAULI,HUAY-HUAY
120801,Junín,YAULI,LA OROYA
120804,Junín,YAULI,MARCAPOMACOCHA
120805,Junín,YAULI,MOROCOCHA
120806,Junín,YAULI,PACCHA
120807,Junín,YAULI,SANTA BARBARA DE CARHUACAYAN
120808,Junín,YAULI,SANTA ROSA DE SACCO
120809,Junín,YAULI,SUITUCANCHA
120810,Junín,YAULI,YAULI
130201,La Libertad,ASCOPE,ASCOPE
130208,La Libertad,ASCOPE,CASA GRANDE
130202,La Libertad,ASCOPE,CHICAMA
130203,La Libertad,ASCOPE,CHOCOPE
130204,La Libertad,ASCOPE,MAGDALENA DE CAO
130205,La Libertad,ASCOPE,PAIJAN
130206,La Libertad,ASCOPE,RAZURI
130207,La Libertad,ASCOPE,SANTIAGO DE CAO
130302,La Libertad,BOLIVAR,BAMBAMARCA
130301,La Libertad,BOLIVAR,BOLIVAR
130303,La Libertad,BOLIVAR,CONDORMARCA
130304,La Libertad,BOLIVAR,LONGOTEA
130305,La Libertad,BOLIVAR,UCHUMARCA
130306,La Libertad,BOLIVAR,UCUNCHA
130401,La Libertad,CHEPEN,CHEPEN
130402,La Libertad,CHEPEN,PACANGA
130403,La Libertad,CHEPEN,PUEBLO NUEVO
131101,La Libertad,GRAN CHIMU,CASCAS
131102,La Libertad,GRAN CHIMU,LUCMA
131103,La Libertad,GRAN CHIMU,MARMOT
131104,La Libertad,GRAN CHIMU,SAYAPULLO
130502,La Libertad,JULCAN,CALAMARCA
130503,La Libertad,JULCAN,CARABAMBA
130504,La Libertad,JULCAN,HUASO
130501,La Libertad,JULCAN,JULCAN
130602,La Libertad,OTUZCO,AGALLPAMPA
130604,La Libertad,OTUZCO,CHARAT
130605,La Libertad,OTUZCO,HUARANCHAL
130606,La Libertad,OTUZCO,LA CUESTA
130608,La Libertad,OTUZCO,MACHE
130601,La Libertad,OTUZCO,OTUZCO
130610,La Libertad,OTUZCO,PARANDAY
130611,La Libertad,OTUZCO,SALPO
130613,La Libertad,OTUZCO,SINSICAP
130614,La Libertad,OTUZCO,USQUIL
130702,La Libertad,PACASMAYO,GUADALUPE
130703,La Libertad,PACASMAYO,JEQUETEPEQUE
130704,La Libertad,PACASMAYO,PACASMAYO
130705,La Libertad,PACASMAYO,SAN JOSE
130701,La Libertad,PACASMAYO,SAN PEDRO DE LLOC
130802,La Libertad,PATAZ,BULDIBUYO
130803,La Libertad,PATAZ,CHILLIA
130804,La Libertad,PATAZ,HUANCASPATA
130805,La Libertad,PATAZ,HUAYLILLAS
130806,La Libertad,PATAZ,HUAYO
130807,La Libertad,PATAZ,ONGON
130808,La Libertad,PATAZ,PARCOY
130809,La Libertad,PATAZ,PATAZ
130810,La Libertad,PATAZ,PIAS
130811,La Libertad,PATAZ,SANTIAGO DE CHALLAS
130812,La Libertad,PATAZ,TAURIJA
130801,La Libertad,PATAZ,TAYABAMBA
130813,La Libertad,PATAZ,URPAY
130902,La Libertad,SANCHEZ CARRION,CHUGAY
130903,La Libertad,SANCHEZ CARRION,COCHORCO
130904,La Libertad,SANCHEZ CARRION,CURGOS
130901,La Libertad,SANCHEZ CARRION,HUAMACHUCO
130905,La Libertad,SANCHEZ CARRION,MARCABAL
130906,La Libertad,SANCHEZ CARRION,SANAGORAN
130907,La Libertad,SANCHEZ CARRION,SARIN
130908,La Libertad,SANCHEZ CARRION,SARTIMBAMBA
131002,La Libertad,SANTIAGO DE CHUCO,ANGASMARCA
131003,La Libertad,SANTIAGO DE CHUCO,CACHICADAN
131004,La Libertad,SANTIAGO DE CHUCO,MOLLEBAMBA
131005,La Libertad,SANTIAGO DE CHUCO,MOLLEPATA
131006,La Libertad,SANTIAGO DE CHUCO,QUIRUVILCA
131007,La Libertad,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA
131001,La Libertad,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO
131008,La Libertad,SANTIAGO DE CHUCO,SITABAMBA
130112,La Libertad,TRUJILLO,ALTO TRUJILLO
130102,La Libertad,TRUJILLO,EL PORVENIR
130103,La Libertad,TRUJILLO,FLORENCIA DE MORA
130104,La Libertad,TRUJILLO,HUANCHACO
130105,La Libertad,TRUJILLO,LA ESPERANZA
130106,La Libertad,TRUJILLO,LAREDO
130107,La Libertad,TRUJILLO,MOCHE
130108,La Libertad,TRUJILLO,POROTO
130109,La Libertad,TRUJILLO,SALAVERRY
130110,La Libertad,TRUJILLO,SIMBAL
130101,La Libertad,TRUJILLO,TRUJILLO
130111,La Libertad,TRUJILLO,VICTOR LARCO HERRERA
131202,La Libertad,VIRU,CHAO
131203,La Libertad,VIRU,GUADALUPITO
131201,La Libertad,VIRU,VIRU
140116,Lambayeque,CHICLAYO,CAYALTI
140101,Lambayeque,CHICLAYO,CHICLAYO
140102,Lambayeque,CHICLAYO,CHONGOYAPE
140103,Lambayeque,CHICLAYO,ETEN
140104,Lambayeque,CHICLAYO,ETEN PUERTO
140105,Lambayeque,CHICLAYO,JOSE LEONARDO ORTIZ
140106,Lambayeque,CHICLAYO,LA VICTORIA
140107,Lambayeque,CHICLAYO,LAGUNAS
140108,Lambayeque,CHICLAYO,MONSEFU
140109,Lambayeque,CHICLAYO,NUEVA ARICA
140110,Lambayeque,CHICLAYO,OYOTUN
140117,Lambayeque,CHICLAYO,PATAPO
140111,Lambayeque,CHICLAYO,PICSI
140112,Lambayeque,CHICLAYO,PIMENTEL
140118,Lambayeque,CHICLAYO,POMALCA
140119,Lambayeque,CHICLAYO,PUCALA
140113,Lambayeque,CHICLAYO,REQUE
140114,Lambayeque,CHICLAYO,SANTA ROSA
140115,Lambayeque,CHICLAYO,SAÑA
140120,Lambayeque,CHICLAYO,TUMAN
140202,Lambayeque,FERREÑAFE,CAÑARIS
140201,Lambayeque,FERREÑAFE,FERREÑAFE
140203,Lambayeque,FERREÑAFE,INCAHUASI
140204,Lambayeque,FERREÑAFE,MANUEL ANTONIO MESONES MURO
140205,Lambayeque,FERREÑAFE,PITIPO
140206,Lambayeque,FERREÑAFE,PUEBLO NUEVO
140302,Lambayeque,LAMBAYEQUE,CHOCHOPE
140303,Lambayeque,LAMBAYEQUE,ILLIMO
140304,Lambayeque,LAMBAYEQUE,JAYANCA
140301,Lambayeque,LAMBAYEQUE,LAMBAYEQUE
140305,Lambayeque,LAMBAYEQUE,MOCHUMI
140306,Lambayeque,LAMBAYEQUE,MORROPE
140307,Lambayeque,LAMBAYEQUE,MOTUPE
140308,Lambayeque,LAMBAYEQUE,OLMOS
140309,Lambayeque,LAMBAYEQUE,PACORA
140310,Lambayeque,LAMBAYEQUE,SALAS
140311,Lambayeque,LAMBAYEQUE,SAN JOSE
140312,Lambayeque,LAMBAYEQUE,TUCUME
150201,Lima,BARRANCA,BARRANCA
150202,Lima,BARRANCA,PARAMONGA
150203,Lima,BARRANCA,PATIVILCA
150204,Lima,BARRANCA,SUPE
150205,Lima,BARRANCA,SUPE PUERTO
150301,Lima,CAJATAMBO,CAJATAMBO
150302,Lima,CAJATAMBO,COPA
150303,Lima,CAJATAMBO,GORGOR
150304,Lima,CAJATAMBO,HUANCAPON
150305,Lima,CAJATAMBO,MANAS
150402,Lima,CANTA,ARAHUAY
150401,Lima,CANTA,CANTA
150403,Lima,CANTA,HUAMANTANGA
150404,Lima,CANTA,HUAROS
150405,Lima,CANTA,LACHAQUI
150406,Lima,CANTA,SAN BUENAVENTURA
150407,Lima,CANTA,SANTA ROSA DE QUIVES
150502,Lima,CAÑETE,ASIA
150503,Lima,CAÑETE,CALANGO
150504,Lima,CAÑETE,CERRO AZUL
150505,Lima,CAÑETE,CHILCA
150506,Lima,CAÑETE,COAYLLO
150507,Lima,CAÑETE,IMPERIAL
150508,Lima,CAÑETE,LUNAHUANA
150509,Lima,CAÑETE,MALA
150510,Lima,CAÑETE,NUEVO IMPERIAL
150511,Lima,CAÑETE,PACARAN
150512,Lima,CAÑETE,QUILMANA
150513,Lima,CAÑETE,SAN ANTONIO
150514,Lima,CAÑETE,SAN LUIS
150501,Lima,CAÑETE,SAN VICENTE DE CAÑETE
150515,Lima,CAÑETE,SANTA CRUZ DE FLORES
150516,Lima,CAÑETE,ZUÑIGA
150602,Lima,HUARAL,ATAVILLOS ALTO
150603,Lima,HUARAL,ATAVILLOS BAJO
150604,Lima,HUARAL,AUCALLAMA
150605,Lima,HUARAL,CHANCAY
150601,Lima,HUARAL,HUARAL
150606,Lima,HUARAL,IHUARI
150607,Lima,HUARAL,LAMPIAN
150608,Lima,HUARAL,PACARAOS
150609,Lima,HUARAL,SAN MIGUEL DE ACOS
150610,Lima,HUARAL,SANTA CRUZ DE ANDAMARCA
150611,Lima,HUARAL,SUMBILCA
150612,Lima,HUARAL,VEINTISIETE DE NOVIEMBRE
150702,Lima,HUAROCHIRI,ANTIOQUIA
150703,Lima,HUAROCHIRI,CALLAHUANCA
150704,Lima,HUAROCHIRI,CARAMPOMA
150724,Lima,HUAROCHIRI,CASTA
150705,Lima,HUAROCHIRI,CHICLA
150706,Lima,HUAROCHIRI,CUENCA
150707,Lima,HUAROCHIRI,HUACHUPAMPA
150708,Lima,HUAROCHIRI,HUANZA
150709,Lima,HUAROCHIRI,HUAROCHIRI
150710,Lima,HUAROCHIRI,LAHUAYTAMBO
150711,Lima,HUAROCHIRI,LANGA
150713,Lima,HUAROCHIRI,MARIATANA
150701,Lima,HUAROCHIRI,MATUCANA
150714,Lima,HUAROCHIRI,RICARDO PALMA
150715,Lima,HUAROCHIRI,SAN ANDRES DE TUPICOCHA
150716,Lima,HUAROCHIRI,SAN ANTONIO
150717,Lima,HUAROCHIRI,SAN BARTOLOME
150718,Lima,HUAROCHIRI,SAN DAMIAN
150719,Lima,HUAROCHIRI,SAN JUAN DE IRIS
150720,Lima,HUAROCHIRI,SAN JUAN DE TANTARANCHE
150721,Lima,HUAROCHIRI,SAN LORENZO DE QUINTI
150722,Lima,HUAROCHIRI,SAN MATEO
150723,Lima,HUAROCHIRI,SAN MATEO DE OTAO
150725,Lima,HUAROCHIRI,SAN PEDRO DE HUANCAYRE
150712,Lima,HUAROCHIRI,SAN PEDRO DE LARAOS
150726,Lima,HUAROCHIRI,SANGALLAYA
150727,Lima,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
150728,Lima,HUAROCHIRI,SANTA EULALIA
150729,Lima,HUAROCHIRI,SANTIAGO DE ANCHUCAYA
150730,Lima,HUAROCHIRI,SANTIAGO DE TUNA
150731,Lima,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS
150732,Lima,HUAROCHIRI,SURCO
150802,Lima,HUAURA,AMBAR
150803,Lima,HUAURA,CALETA DE CARQUIN
150804,Lima,HUAURA,CHECRAS
150801,Lima,HUAURA,HUACHO
150805,Lima,HUAURA,HUALMAY
150806,Lima,HUAURA,HUAURA
150807,Lima,HUAURA,LEONCIO PRADO
150808,Lima,HUAURA,PACCHO
150809,Lima,HUAURA,SANTA LEONOR
150810,Lima,HUAURA,SANTA MARIA
150811,Lima,HUAURA,SAYAN
150812,Lima,HUAURA,VEGUETA
150902,Lima,OYON,ANDAJES
150903,Lima,OYON,CAUJUL
150904,Lima,OYON,COCHAMARCA
150905,Lima,OYON,NAVAN
150901,Lima,OYON,OYON
150906,Lima,OYON,PACHANGARA
151002,Lima,YAUYOS,ALIS
151003,Lima,YAUYOS,ALLAUCA
151004,Lima,YAUYOS,AYAVIRI
151005,Lima,YAUYOS,AZANGARO
151006,Lima,YAUYOS,CACRA
151007,Lima,YAUYOS,CARANIA
151008,Lima,YAUYOS,CATAHUASI
151009,Lima,YAUYOS,CHOCOS
151010,Lima,YAUYOS,COCHAS
151011,Lima,YAUYOS,COLONIA
151012,Lima,YAUYOS,HONGOS
151013,Lima,YAUYOS,HUAMPARA
151014,Lima,YAUYOS,HUANCAYA
151015,Lima,YAUYOS,HUANGASCAR
151016,Lima,YAUYOS,HUANTAN
151017,Lima,YAUYOS,HUAÑEC
151018,Lima,YAUYOS,LARAOS
151019,Lima,YAUYOS,LINCHA
151020,Lima,YAUYOS,MADEAN
151021,Lima,YAUYOS,MIRAFLORES
151022,Lima,YAUYOS,OMAS
151023,Lima,YAUYOS,PUTINZA
151024,Lima,YAUYOS,QUINCHES
151025,Lima,YAUYOS,QUINOCAY
151026,Lima,YAUYOS,SAN JOAQUIN
151027,Lima,YAUYOS,SAN PEDRO DE PILAS
151028,Lima,YAUYOS,TANTA
151029,Lima,YAUYOS,TAURIPAMPA
151030,Lima,YAUYOS,TOMAS
151031,Lima,YAUYOS,TUPE
151033,Lima,YAUYOS,VITIS
151032,Lima,YAUYOS,VIÑAC
151001,Lima,YAUYOS,YAUYOS
160202,Loreto,ALTO AMAZONAS,BALSAPUERTO
160205,Loreto,ALTO AMAZONAS,JEBEROS
160206,Loreto,ALTO AMAZONAS,LAGUNAS
160210,Loreto,ALTO AMAZONAS,SANTA CRUZ
160211,Loreto,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
160201,Loreto,ALTO AMAZONAS,YURIMAGUAS
160706,Loreto,DATEM DEL MARAÑON,ANDOAS
160701,Loreto,DATEM DEL MARAÑON,BARRANCA
160702,Loreto,DATEM DEL MARAÑON,CAHUAPANAS
160703,Loreto,DATEM DEL MARAÑON,MANSERICHE
160704,Loreto,DATEM DEL MARAÑON,MORONA
160705,Loreto,DATEM DEL MARAÑON,PASTAZA
160301,Loreto,LORETO,NAUTA
160302,Loreto,LORETO,PARINARI
160303,Loreto,LORETO,TIGRE
160304,Loreto,LORETO,TROMPETEROS
160305,Loreto,LORETO,URARINAS
160402,Loreto,MARISCAL RAMON CASTILLA,PEBAS
160401,Loreto,MARISCAL RAMON CASTILLA,RAMON CASTILLA
160404,Loreto,MARISCAL RAMON CASTILLA,SAN PABLO
160403,Loreto,MARISCAL RAMON CASTILLA,YAVARI
160102,Loreto,MAYNAS,ALTO NANAY
160112,Loreto,MAYNAS,BELEN
160103,Loreto,MAYNAS,FERNANDO LORES
160104,Loreto,MAYNAS,INDIANA
160101,Loreto,MAYNAS,IQUITOS
160105,Loreto,MAYNAS,LAS AMAZONAS
160106,Loreto,MAYNAS,MAZAN
160107,Loreto,MAYNAS,NAPO
160108,Loreto,MAYNAS,PUNCHANA
160113,Loreto,MAYNAS,SAN JUAN BAUTISTA
160110,Loreto,MAYNAS,TORRES CAUSANA
160801,Loreto,PUTUMAYO,PUTUMAYO
160802,Loreto,PUTUMAYO,ROSA PANDURO
160803,Loreto,PUTUMAYO,TENIENTE MANUEL CLAVERO
160804,Loreto,PUTUMAYO,YAGUAS
160502,Loreto,REQUENA,ALTO TAPICHE
160503,Loreto,REQUENA,CAPELO
160504,Loreto,REQUENA,EMILIO SAN MARTIN
160510,Loreto,REQUENA,JENARO HERRERA
160505,Loreto,REQUENA,MAQUIA
160506,Loreto,REQUENA,PUINAHUA
160501,Loreto,REQUENA,REQUENA
160507,Loreto,REQUENA,SAQUENA
160508,Loreto,REQUENA,SOPLIN
160509,Loreto,REQUENA,TAPICHE
160511,Loreto,REQUENA,YAQUERANA
160601,Loreto,UCAYALI,CONTAMANA
160602,Loreto,UCAYALI,INAHUAYA
160603,Loreto,UCAYALI,PADRE MARQUEZ
160604,Loreto,UCAYALI,PAMPA HERMOSA
160605,Loreto,UCAYALI,SARAYACU
160606,Loreto,UCAYALI,VARGAS GUERRA
170202,Madre de Dios,MANU,FITZCARRALD
170204,Madre de Dios,MANU,HUEPETUHE
170203,Madre de Dios,MANU,MADRE DE DIOS
170201,Madre de Dios,MANU,MANU
170302,Madre de Dios,TAHUAMANU,IBERIA
170301,Madre de Dios,TAHUAMANU,IÑAPARI
170303,Madre de Dios,TAHUAMANU,TAHUAMANU
170102,Madre de Dios,TAMBOPATA,INAMBARI
170104,Madre de Dios,TAMBOPATA,LABERINTO
170103,Madre de Dios,TAMBOPATA,LAS PIEDRAS
170101,Madre de Dios,TAMBOPATA,TAMBOPATA
180202,Moquegua,GENERAL SANCHEZ CERRO,CHOJATA
180203,Moquegua,GENERAL SANCHEZ CERRO,COALAQUE
180204,Moquegua,GENERAL SANCHEZ CERRO,ICHUÑA
180205,Moquegua,GENERAL SANCHEZ CERRO,LA CAPILLA
180206,Moquegua,GENERAL SANCHEZ CERRO,LLOQUE
180207,Moquegua,GENERAL SANCHEZ CERRO,MATALAQUE
180201,Moquegua,GENERAL SANCHEZ CERRO,OMATE
180208,Moquegua,GENERAL SANCHEZ CERRO,PUQUINA
180209,Moquegua,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS
180210,Moquegua,GENERAL SANCHEZ CERRO,UBINAS
180211,Moquegua,GENERAL SANCHEZ CERRO,YUNGA
180302,Moquegua,ILO,EL ALGARROBAL
180301,Moquegua,ILO,ILO
180303,Moquegua,ILO,PACOCHA
180102,Moquegua,MARISCAL NIETO,CARUMAS
180103,Moquegua,MARISCAL NIETO,CUCHUMBAYA
180101,Moquegua,MARISCAL NIETO,MOQUEGUA
180104,Moquegua,MARISCAL NIETO,SAMEGUA
180107,Moquegua,MARISCAL NIETO,SAN ANTONIO
180105,Moquegua,MARISCAL NIETO,SAN CRISTOBAL
180106,Moquegua,MARISCAL NIETO,TORATA
150102,Municipalidad Metropolitana de Lima,LIMA,ANCON
150103,Municipalidad Metropolitana de Lima,LIMA,ATE
150104,Municipalidad Metropolitana de Lima,LIMA,BARRANCO
150105,Municipalidad Metropolitana de Lima,LIMA,BREÑA
150106,Municipalidad Metropolitana de Lima,LIMA,CARABAYLLO
150107,Municipalidad Metropolitana de Lima,LIMA,CHACLACAYO
150108,Municipalidad Metropolitana de Lima,LIMA,CHORRILLOS
150109,Municipalidad Metropolitana de Lima,LIMA,CIENEGUILLA
150110,Municipalidad Metropolitana de Lima,LIMA,COMAS
150111,Municipalidad Metropolitana de Lima,LIMA,EL AGUSTINO
150112,Municipalidad Metropolitana de Lima,LIMA,INDEPENDENCIA
150113,Municipalidad Metropolitana de Lima,LIMA,JESUS MARIA
150114,Municipalidad Metropolitana de Lima,LIMA,LA MOLINA
150115,Municipalidad Metropolitana de Lima,LIMA,LA VICTORIA
150101,Municipalidad Metropolitana de Lima,LIMA,LIMA
150116,Municipalidad Metropolitana de Lima,LIMA,LINCE
150117,Municipalidad Metropolitana de Lima,LIMA,LOS OLIVOS
150118,Municipalidad Metropolitana de Lima,LIMA,LURIGANCHO
150119,Municipalidad Metropolitana de Lima,LIMA,LURIN
150120,Municipalidad Metropolitana de Lima,LIMA,MAGDALENA DEL MAR
150122,Municipalidad Metropolitana de Lima,LIMA,MIRAFLORES
150123,Municipalidad Metropolitana de Lima,LIMA,PACHACAMAC
150124,Municipalidad Metropolitana de Lima,LIMA,PUCUSANA
150121,Municipalidad Metropolitana de Lima,LIMA,PUEBLO LIBRE
150125,Municipalidad Metropolitana de Lima,LIMA,PUENTE PIEDRA
150126,Municipalidad Metropolitana de Lima,LIMA,PUNTA HERMOSA
150127,Municipalidad Metropolitana de Lima,LIMA,PUNTA NEGRA
150128,Municipalidad Metropolitana de Lima,LIMA,RIMAC
150129,Municipalidad Metropolitana de Lima,LIMA,SAN BARTOLO
150130,Municipalidad Metropolitana de Lima,LIMA,SAN BORJA
150131,Municipalidad Metropolitana de Lima,LIMA,SAN ISIDRO
150132,Municipalidad Metropolitana de Lima,LIMA,SAN JUAN DE LURIGANCHO
150133,Municipalidad Metropolitana de Lima,LIMA,SAN JUAN DE MIRAFLORES
150134,Municipalidad Metropolitana de Lima,LIMA,SAN LUIS
150135,Municipalidad Metropolitana de Lima,LIMA,SAN MARTIN DE PORRES
150136,Municipalidad Metropolitana de Lima,LIMA,SAN MIGUEL
150137,Municipalidad Metropolitana de Lima,LIMA,SANTA ANITA
150138,Municipalidad Metropolitana de Lima,LIMA,SANTA MARIA DEL MAR
150139,Municipalidad Metropolitana de Lima,LIMA,SANTA ROSA
150140,Municipalidad Metropolitana de Lima,LIMA,SANTIAGO DE SURCO
150141,Municipalidad Metropolitana de Lima,LIMA,SURQUILLO
150142,Municipalidad Metropolitana de Lima,LIMA,VILLA EL SALVADOR
150143,Municipalidad Metropolitana de Lima,LIMA,VILLA MARIA DEL TRIUNFO
190202,Pasco,DANIEL ALCIDES CARRION,CHACAYAN
190203,Pasco,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA
190204,Pasco,DANIEL ALCIDES CARRION,PAUCAR
190205,Pasco,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO
190206,Pasco,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI
190207,Pasco,DANIEL ALCIDES CARRION,TAPUC
190208,Pasco,DANIEL ALCIDES CARRION,VILCABAMBA
190201,Pasco,DANIEL ALCIDES CARRION,YANAHUANCA
190302,Pasco,OXAPAMPA,CHONTABAMBA
190308,Pasco,OXAPAMPA,CONSTITUCION
190303,Pasco,OXAPAMPA,HUANCABAMBA
190301,Pasco,OXAPAMPA,OXAPAMPA
190304,Pasco,OXAPAMPA,PALCAZU
190305,Pasco,OXAPAMPA,POZUZO
190306,Pasco,OXAPAMPA,PUERTO BERMUDEZ
190307,Pasco,OXAPAMPA,VILLA RICA
190101,Pasco,PASCO,CHAUPIMARCA
190102,Pasco,PASCO,HUACHON
190103,Pasco,PASCO,HUARIACA
190104,Pasco,PASCO,HUAYLLAY
190105,Pasco,PASCO,NINACACA
190106,Pasco,PASCO,PALLANCHACRA
190107,Pasco,PASCO,PAUCARTAMBO
190108,Pasco,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN
190109,Pasco,PASCO,SIMON BOLIVAR
190110,Pasco,PASCO,TICLACAYAN
190111,Pasco,PASCO,TINYAHUARCO
190112,Pasco,PASCO,VICCO
190113,Pasco,PASCO,YANACANCHA
200201,Piura,AYABACA,AYABACA
200202,Piura,AYABACA,FRIAS
200203,Piura,AYABACA,JILILI
200204,Piura,AYABACA,LAGUNAS
200205,Piura,AYABACA,MONTERO
200206,Piura,AYABACA,PACAIPAMPA
200207,Piura,AYABACA,PAIMAS
200208,Piura,AYABACA,SAPILLICA
200209,Piura,AYABACA,SICCHEZ
200210,Piura,AYABACA,SUYO
200302,Piura,HUANCABAMBA,CANCHAQUE
200303,Piura,HUANCABAMBA,EL CARMEN DE LA FRONTERA
200301,Piura,HUANCABAMBA,HUANCABAMBA
200304,Piura,HUANCABAMBA,HUARMACA
200305,Piura,HUANCABAMBA,LALAQUIZ
200306,Piura,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE
200307,Piura,HUANCABAMBA,SONDOR
200308,Piura,HUANCABAMBA,SONDORILLO
200402,Piura,MORROPON,BUENOS AIRES
200403,Piura,MORROPON,CHALACO
200401,Piura,MORROPON,CHULUCANAS
200404,Piura,MORROPON,LA MATANZA
200405,Piura,MORROPON,MORROPON
200406,Piura,MORROPON,SALITRAL
200407,Piura,MORROPON,SAN JUAN DE BIGOTE
200408,Piura,MORROPON,SANTA CATALINA DE MOSSA
200409,Piura,MORROPON,SANTO DOMINGO
200410,Piura,MORROPON,YAMANGO
200502,Piura,PAITA,AMOTAPE
200503,Piura,PAITA,ARENAL
200504,Piura,PAITA,COLAN
200505,Piura,PAITA,LA HUACA
200501,Piura,PAITA,PAITA
200506,Piura,PAITA,TAMARINDO
200507,Piura,PAITA,VICHAYAL
200104,Piura,PIURA,CASTILLA
200105,Piura,PIURA,CATACAOS
200107,Piura,PIURA,CURA MORI
200108,Piura,PIURA,EL TALLAN
200109,Piura,PIURA,LA ARENA
200110,Piura,PIURA,LA UNION
200111,Piura,PIURA,LAS LOMAS
200101,Piura,PIURA,PIURA
200114,Piura,PIURA,TAMBO GRANDE
200115,Piura,PIURA,VEINTISEIS DE OCTUBRE
200802,Piura,SECHURA,BELLAVISTA DE LA UNION
200803,Piura,SECHURA,BERNAL
200804,Piura,SECHURA,CRISTO NOS VALGA
200806,Piura,SECHURA,RINCONADA LLICUAR
200801,Piura,SECHURA,SECHURA
200805,Piura,SECHURA,VICE
200602,Piura,SULLANA,BELLAVISTA
200603,Piura,SULLANA,IGNACIO ESCUDERO
200604,Piura,SULLANA,LANCONES
200605,Piura,SULLANA,MARCAVELICA
200606,Piura,SULLANA,MIGUEL CHECA
200607,Piura,SULLANA,QUERECOTILLO
200608,Piura,SULLANA,SALITRAL
200601,Piura,SULLANA,SULLANA
200702,Piura,TALARA,EL ALTO
200703,Piura,TALARA,LA BREA
200704,Piura,TALARA,LOBITOS
200705,Piura,TALARA,LOS ORGANOS
200706,Piura,TALARA,MANCORA
